80
towns
380 1055 1307 1951 16.3
1032 1931
0764 1929
0709 1916
0620 1938
0601 1919
0555 1919
0540 1951
0418 1939
0514 1903
0662 1904
0893 1902
0925 1910
0983 1875
0813 1880
0733 1882
0657 1868
0409 1844
0456 1855
0740 1845
0867 1842
0874 1837
0779 1805
0688 1818
0634 1802
1048 1842
0454 1773
0841 1751
0874 1766
0983 1762
1032 1764
0533 1706
0567 1726
0705 1680
0765 1710
0826 1684
0906 1710
0967 1702
0842 1656
0943 1629
0544 1630
0444 1622
0651 1601
0773 1612
0833 1590
0999 1594
0950 1542
0643 1539
0423 1542
0493 1518
0555 1511
0801 1515
0978 1516
0485 1476
0631 1482
0861 1476
0998 1478
0428 1412
0549 1422
0676 1446
0758 1423
0896 1422
0657 1398
0442 1365
0482 1375
0527 1370
0581 1371
0750 1364
0871 1347
0906 1323
0697 1311
