434
CAVEOLAE
0 1000 0 1000 1
 98 994
 76 925
108 935
155 985
190 989
204 948
188 937
133 922
226 968
228 947
280 947
251 916
309 974
422 951
417 989
530 993
532 976
573 999
522 920
603 935
611 987
634 982
655 982
675 995
659 996
721 993
780 963
840 973
888 826
854 828
826 890
705 811
685 836
660 866
632 880
609 877
579 843
546 826
532 805
503 822
430 818
432 899
381 817
321 818
310 889
290 868
267 842
270 814
246 822
223 878
216 891
189 893
180 868
151 815
133 815
132 901
 71 888
 18 861
 31 760
 24 758
 30 724
 68 727
 97 745
 82 754
 87 776
119 791
169 794
178 747
133 737
148 726
225 753
240 768
245 799
303 788
294 765
284 755
267 741
351 772
344 760
344 726
393 735
409 742
471 776
483 797
490 774
486 741
578 743
589 704
605 784
630 766
655 755
670 757
703 714
723 712
755 716
758 769
817 782
828 746
838 714
880 763
909 731
917 773
942 789
941 686
928 666
938 609
831 668
780 622
763 635
765 680
780 689
689 665
638 622
685 689
619 686
560 693
526 699
519 680
520 660
517 634
571 630
563 642
463 635
467 652
482 662
434 691
420 678
417 707
352 664
363 673
305 655
312 643
292 627
295 693
275 697
211 701
197 695
167 668
129 688
110 690
109 671
178 609
 59 623
 11 586
 32 595
 38 568
 84 529
 78 566
 98 539
113 549
107 576
128 592
119 600
167 541
188 588
146 561
216 584
213 534
244 518
271 541
284 543
274 590
268 601
336 565
330 575
301 531
308 516
400 566
413 584
409 591
440 576
463 580
475 561
425 535
530 595
515 578
534 564
573 547
594 557
580 503
621 526
622 576
662 555
681 564
696 570
696 556
681 551
686 516
663 522
666 508
700 507
794 567
808 551
831 560
844 574
848 551
867 565
913 535
969 518
986 494
989 476
951 490
929 499
927 481
953 452
908 414
876 424
890 485
863 489
861 464
843 443
821 423
790 441
764 417
724 420
729 488
692 473
679 456
667 457
699 449
610 413
581 427
569 415
548 416
595 446
566 461
532 466
510 460
498 475
474 498
473 449
450 459
420 447
401 430
384 433
369 426
359 435
334 483
272 424
294 445
274 493
261 503
257 463
225 488
180 501
165 498
174 477
155 480
137 445
111 443
133 486
 60 462
 42 470
 38 416
 98 414
 89 488
 60 501
 86 395
 77 366
 67 334
 47 325
100 341
103 360
116 372
124 347
144 367
180 390
188 393
173 367
196 349
148 334
209 315
228 316
240 366
286 332
269 313
305 387
319 366
328 389
335 401
367 399
350 376
359 366
326 343
338 320
367 320
386 341
407 406
450 401
433 350
538 320
588 347
593 382
509 374
607 353
638 364
693 382
701 363
714 372
820 377
815 317
876 372
893 391
919 378
930 397
961 331
951 347
948 364
998 399
994 315
973 220
926 228
854 270
811 257
840 241
625 281
609 289
621 252
628 242
706 297
485 266
442 295
418 271
431 245
460 214
371 230
358 278
358 299
336 259
292 281
273 292
244 293
258 284
233 299
212 297
225 273
213 259
266 228
185 286
136 222
171 216
 85 209
 57 218
 29 284
 22 266
  9 237
 16 108
 16 126
 25 146
 58 181
 38 173
 76 158
 85 143
 96 128
 60 107
107 122
111 191
146 188
138 122
185 141
198 180
227 146
240 154
280 170
282 108
365 161
394 116
307 136
320 126
399 199
417 200
497 177
516 199
577 113
580 143
541 148
513 122
593 102
671 153
690 159
744 154
831 112
859 150
901 141
916 125
948 145
961 189
986 134
998 162
977  94
997  41
935  10
930  71
903  55
884  79
856   5
841  47
841  66
817  81
876  39
758  67
744  95
652  57
627   3
598   8
582  39
552  80
490  18
414  83
443 104
380  12
323  30
332  42
328  66
311  80
318  92
303  81
279  70
270  22
242  11
225  45
182  17
166  66
196  80
154  35
111  36
125  60
112  93
 81  53
 79  26
 48  43
 34  20
 18  34
 54  76
